municipality_code,municipality_name,county_code,percent_vaccinated,population_total,population_total_m,population_total_f,area_km2,population_density,urbanization_rate,healthcare_advices,population_per_pharmacy,installations_watersupply,installations_toilet,installations_bathroom,installations_central_heating,installations_network_gas,appartment_area_per_person,appartments_per_1000_persons,persons_per_appartment,persons_per_room,persons_per_library,library_books_per_1000_persons,library_readers_per_1000_persons,library_loans_per_reader,forests_area,unemployed_total,unemployed_f,unemployed_m,unemployed_up_to_25,unemployed_over_50,unemployed_long_term,unemployment_rate,unemployment_rate_m,unemployment_rate_f,bicycle_paths_per_100km2,bicycle_paths_per_10k_persons,revenues_per_capita,revenues_per_capita_PIT,revenues_per_capita_CIT,expenditures_per_capita,investment_expenditures_per_capita,children_3_5_in_kindergartens,net_scholarization,marriages_per_1000_persons,birthrate_per_1000_persons,net_migrations_per_1000_persons,persons_running_business,entities_registered_per_10k_persons,county_name,average_wage_relative,doctors_per_1000_persons,beds_in_hospitals,cars_per_1000_persons,motorcycles_per_1000_persons,education_share_higher,education_share_secondary,education_share_vocational,education_share_primary,tourits_per_1000_persons,percent_population_below_25,percent_population_25_60,percent_population_over_60
664011,Zamość,664000,53.3,60375,28203,32172,30,1989.9,100.0,462343.0,2322,99.4,98.9,98.4,92.7,91.2,27.7,411.8,2.43,0.65,6708,4024,177,20.8,50.26,2 759,1 368,1 391,239,776,1 596,7.8,7.6,8.2,157.88,7.93,8527.67,1148.13,72.75,8358.82,1270.29,1057.0,112.31,3.3,-3.31,-5.9,5820,1272,m. Zamość,90.8,67.4,744,560.0,25.1,29.42,39.85,15.16,10.51,766.17,22.36190476190476,56.95900621118012,18.568944099378882
801011,Kostrzyn nad Odrą,801000,63.6,17930,8821,9109,46,388.6,100.0,83026.0,2561,98.4,98.4,98.2,92.7,89.6,26.9,409.8,2.44,0.66,1630,2854,128,39.6,18.65,228,142,86,35,46,63,2.1,1.5,2.8,48.55,12.49,6291.43,1097.77,121.7,6115.55,522.71,994.0,101.52,4.0,-2.67,-2.3,1751,1310,gorzowski,90.8,7.3,92,737.5,67.3,20.32,32.46,23.78,17.13,182.78,26.07361963190184,57.618516452872285,14.835471277189068
801022,Bogdaniec,801000,53.6,7087,3524,3563,112,63.4,0.0,8847.0,3544,97.8,95.4,93.3,82.3,33.7,30.7,299.0,3.34,0.68,2362,1936,39,11.4,37.45,103,70,33,17,29,27,2.4,1.4,3.6,4.3,6.77,5565.24,853.79,27.94,5386.6,828.29,693.0,84.91,2.3,-3.39,2.4,655,1119,gorzowski,90.8,7.3,92,737.5,67.3,20.32,32.46,23.78,17.13,182.78,27.952589247918723,55.62297163821081,14.844080711161281
801032,Deszczno,801000,58.0,10215,5129,5086,168,60.7,0.0,7293.0,10215,96.8,93.4,92.8,82.0,23.3,34.9,320.2,3.12,0.63,10215,1514,32,14.6,133.71,202,115,87,29,48,71,3.3,2.6,4.0,2.44,4.01,5381.17,1091.11,11.34,4890.08,898.63,397.0,83.25,2.2,0.79,17.0,1047,1185,gorzowski,90.8,7.3,92,737.5,67.3,20.32,32.46,23.78,17.13,182.78,29.397944199706316,56.86735193343123,12.40332843857073
801042,Kłodawa,801000,61.4,8871,4424,4447,235,37.8,0.0,17359.0,8871,99.1,98.6,98.3,83.7,47.5,38.9,343.6,2.91,0.59,2218,2986,99,13.9,70.8,134,70,64,13,40,33,2.5,2.2,2.8,6.26,16.57,6061.57,1630.48,17.88,5895.16,1401.57,583.0,78.76,3.3,-2.61,11.3,1211,1582,gorzowski,90.8,7.3,92,737.5,67.3,20.32,32.46,23.78,17.13,182.78,28.58753240897306,58.268515387216766,12.061774320820652
801052,Lubiszyn,801000,56.3,6970,3525,3445,205,34.0,0.0,14030.0,0,98.1,93.7,90.6,77.5,10.3,27.6,309.8,3.23,0.71,1743,5085,78,11.4,243.32,153,83,70,22,55,70,3.6,2.9,4.4,1.9,5.6,5981.33,708.39,26.99,5662.46,1065.07,709.0,89.95,3.3,-2.16,3.3,489,895,gorzowski,90.8,7.3,92,737.5,67.3,20.32,32.46,23.78,17.13,182.78,27.948350071736012,57.37446197991392,12.955523672883787
801062,Santok,801000,55.8,9086,4583,4503,169,53.6,0.0,14760.0,0,97.0,93.5,91.7,85.4,51.2,30.0,310.4,3.22,0.68,4543,2758,37,12.0,51.35,206,135,71,28,55,77,3.7,2.4,5.3,4.07,7.59,5575.77,928.89,13.76,5246.96,763.32,628.0,79.33,2.5,-0.33,23.3,907,1169,gorzowski,90.8,7.3,92,737.5,67.3,20.32,32.46,23.78,17.13,182.78,28.75852960598723,57.759189962579796,12.106537530266344
801073,Witnica,801000,53.8,12313,6052,6261,279,44.2,53.0,31235.0,6157,96.1,91.7,89.9,78.9,57.6,27.1,325.8,3.07,0.7,2463,3039,43,15.5,283.07,378,220,158,57,96,157,5.0,3.9,6.3,8.15,18.44,6031.73,832.62,22.56,5395.8,321.49,625.0,85.61,2.7,-4.05,-3.2,1069,1124,gorzowski,90.8,7.3,92,737.5,67.3,20.32,32.46,23.78,17.13,182.78,26.40298871111833,57.76009096077317,13.977097376756273
802011,Gubin,802000,59.3,16159,7735,8424,21,781.4,100.0,90395.0,1795,99.3,97.9,96.7,86.3,93.1,28.6,399.5,2.5,0.66,16159,3449,93,19.2,11.8,558,296,262,52,158,262,5.7,5.0,6.5,78.34,10.03,5229.48,782.13,14.74,5066.54,520.66,873.0,97.37,3.9,-3.77,-2.6,1612,1435,krośnieński,86.3,9.6,72,785.8,62.3,15.39,35.66,26.12,16.67,248.45,23.256389628071044,57.707778946717006,17.24735441549601
802022,Bobrowice,802000,59.2,3127,1550,1577,185,16.9,0.0,2513.0,0,96.6,92.6,91.0,82.1,0.3,31.8,364.9,2.74,0.63,1564,6961,138,16.8,100.62,79,49,30,19,20,36,4.2,2.9,5.8,0.0,0.0,6771.38,771.49,13.78,6804.35,1364.61,476.0,95.06,1.9,-5.75,4.5,191,863,krośnieński,86.3,9.6,72,785.8,62.3,15.39,35.66,26.12,16.67,248.45,26.223217141029743,55.61240805884234,16.14966421490246
802032,Bytnica,802000,55.9,2360,1194,1166,209,11.3,0.0,2200.0,0,96.3,92.4,87.6,77.9,1.3,30.6,390.7,2.56,0.63,1180,4043,63,10.4,56.55,55,39,16,11,12,34,3.9,2.0,6.2,2.3,20.34,4766.79,719.75,3.91,4743.29,108.48,667.0,73.59,3.0,-2.12,-8.9,130,763,krośnieński,86.3,9.6,72,785.8,62.3,15.39,35.66,26.12,16.67,248.45,26.059322033898308,56.271186440677965,16.016949152542374
802042,Dąbie,802000,55.9,4946,2569,2377,171,28.9,0.0,7913.0,0,97.0,92.6,90.7,80.8,9.1,26.7,312.2,3.2,0.75,1649,4161,101,15.3,202.12,163,94,69,35,34,57,5.3,4.0,7.1,0.94,3.23,5105.94,547.21,12.49,4505.96,138.19,595.0,78.1,2.6,-6.08,0.2,371,964,krośnieński,86.3,9.6,72,785.8,62.3,15.39,35.66,26.12,16.67,248.45,27.315002021835827,57.78406793368378,13.445208249090173
802052,Gubin,802000,53.1,7167,3607,3560,379,18.9,0.0,12528.0,0,97.1,88.7,85.2,76.2,7.5,26.9,305.4,3.27,0.74,7167,759,10,6.0,520.57,305,184,121,45,81,175,6.8,4.9,9.0,3.32,17.58,4793.87,510.11,11.52,4646.23,500.93,473.0,74.62,2.5,-3.48,2.5,504,854,krośnieński,86.3,9.6,72,785.8,62.3,15.39,35.66,26.12,16.67,248.45,26.99874424445375,58.11357611273894,13.478442863122645
802063,Krosno Odrzańskie,802000,63.4,17391,8479,8912,212,81.9,62.9,84938.0,4348,98.6,97.8,96.7,81.3,20.4,28.5,394.3,2.54,0.66,4348,3208,129,23.9,135.55,412,237,175,61,83,162,4.0,3.2,5.1,7.06,8.63,5328.89,910.53,33.84,4974.3,443.33,905.0,96.97,3.9,-4.24,-0.9,1457,1167,krośnieński,86.3,9.6,72,785.8,62.3,15.39,35.66,26.12,16.67,248.45,24.161922833649587,56.28773503536312,17.6930596285435
802072,Maszewo,802000,58.0,2768,1406,1362,214,12.9,0.0,932.0,0,94.2,86.6,83.9,75.2,1.0,29.2,339.2,2.95,0.61,1384,5792,82,15.8,53.72,88,50,38,7,24,31,5.3,4.1,6.8,0.93,7.23,4981.07,543.91,46.11,4978.49,344.9,747.0,87.08,2.5,1.8,-4.7,150,723,krośnieński,86.3,9.6,72,785.8,62.3,15.39,35.66,26.12,16.67,248.45,27.02312138728324,55.96098265895954,15.751445086705202
803012,Bledzew,803000,59.3,4073,2022,2051,247,16.5,0.0,6330.0,0,99.2,98.6,96.4,78.7,5.3,28.0,337.1,2.97,0.69,1018,3805,144,9.6,181.8,190,101,89,21,40,101,7.9,6.6,9.5,0.0,0.0,5992.92,527.37,2.06,5336.89,558.51,565.0,69.27,5.1,-6.8,-3.2,228,788,międzyrzecki,82.7,20.3,194,720.0,56.6,17.17,34.75,25.82,16.11,524.51,25.26393321875767,55.929290449300275,16.5725509452492
803023,Międzyrzecz,803000,62.0,24271,11817,12454,315,77.0,72.0,99190.0,2427,98.2,97.6,96.7,86.4,23.5,28.9,408.2,2.45,0.65,1428,4157,201,11.7,293.0,689,364,325,73,184,293,4.8,4.2,5.4,7.17,9.31,5656.35,986.32,41.61,5656.45,797.41,887.0,96.31,3.5,-5.17,-2.6,2130,1239,międzyrzecki,82.7,20.3,194,720.0,56.6,17.17,34.75,25.82,16.11,524.51,24.547814263936385,57.105187260516665,16.591817395245354
803032,Przytoczna,803000,59.6,5441,2838,2603,185,29.4,0.0,22383.0,5441,98.7,97.3,96.4,77.6,31.5,26.8,334.5,2.99,0.71,1360,5418,52,8.4,203.0,219,115,104,37,56,124,6.9,5.7,8.5,0.0,0.0,6101.83,597.34,51.33,5815.67,553.44,820.0,86.99,3.5,-6.56,2.9,354,884,międzyrzecki,82.7,20.3,194,720.0,56.6,17.17,34.75,25.82,16.11,524.51,24.51755192060283,56.91968388163941,16.449182135636832
803042,Pszczew,803000,55.7,4249,2075,2174,178,23.9,0.0,11430.0,4249,96.6,96.0,95.4,79.5,21.3,29.3,330.0,3.03,0.71,850,3460,84,20.8,1266.67,141,93,48,16,29,62,5.6,3.6,7.9,0.0,0.0,7146.72,638.71,10.02,6108.06,516.95,686.0,95.13,2.6,-3.07,1.2,314,941,międzyrzecki,82.7,20.3,194,720.0,56.6,17.17,34.75,25.82,16.11,524.51,26.64156272064015,55.260061190868434,16.356789832901857
803053,Skwierzyna,803000,62.6,11836,5750,6086,285,41.6,78.7,47347.0,2367,98.4,97.5,96.2,81.2,16.6,28.1,388.5,2.57,0.65,2959,3213,85,9.2,77.0,531,309,222,55,150,276,7.6,5.9,9.5,0.81,1.94,5629.64,767.27,31.23,5152.82,281.45,840.0,93.24,3.4,-7.55,-6.0,870,1087,międzyrzecki,82.7,20.3,194,720.0,56.6,17.17,34.75,25.82,16.11,524.51,24.11287597161203,56.978709023318686,17.21865495099696
803063,Trzciel,803000,59.9,6343,3178,3165,178,35.7,36.0,22715.0,3172,97.1,93.9,91.2,76.9,0.6,28.2,331.9,3.01,0.7,1586,5962,230,16.8,232.7,158,79,79,14,49,76,4.2,3.8,4.6,0.0,0.0,5954.42,686.81,18.32,5203.98,572.34,739.0,90.09,3.4,-2.98,0.9,449,1058,międzyrzecki,82.7,20.3,194,720.0,56.6,17.17,34.75,25.82,16.11,524.51,26.26517420778811,55.7780230174996,16.679804508907456
804011,Nowa Sól,804000,60.3,36976,17545,19431,22,1696.1,100.0,214920.0,2465,98.7,96.6,95.0,85.8,88.5,26.3,439.2,2.28,0.67,18488,2657,114,17.5,49.6,743,408,335,57,223,253,3.5,3.0,4.1,344.95,20.34,5476.57,866.73,38.46,5683.62,1485.19,949.0,95.82,3.5,-5.78,-2.4,2665,1077,nowosolski,83.7,27.9,480,644.3,42.3,16.57,36.15,24.93,16.2,102.93,22.59573777585461,55.44136737343142,19.56133708351363
804023,Bytom Odrzański,804000,57.6,5168,2570,2598,52,98.7,78.6,15767.0,2584,98.8,97.5,96.6,75.2,66.0,28.5,354.1,2.82,0.69,5168,4700,148,8.3,94.74,104,63,41,8,30,39,3.4,2.5,4.5,0.0,0.0,6027.25,749.99,21.6,5697.65,1464.57,587.0,93.74,4.8,-5.01,-6.9,333,915,nowosolski,83.7,27.9,480,644.3,42.3,16.57,36.15,24.93,16.2,102.93,26.625386996904027,55.534055727554176,16.253869969040245
804032,Kolsko,804000,48.4,3292,1651,1641,81,40.8,0.0,10500.0,0,96.9,92.9,89.6,82.5,0.0,26.8,327.5,3.05,0.72,3292,2857,75,17.4,55.38,76,48,28,9,26,38,4.0,2.6,5.6,1.98,4.86,5867.03,459.28,2.14,5449.93,520.59,680.0,86.26,3.6,-3.03,3.6,206,851,nowosolski,83.7,27.9,480,644.3,42.3,16.57,36.15,24.93,16.2,102.93,26.792223572296475,54.3134872417983,17.800729040097206
804043,Kożuchów,804000,56.1,15541,7598,7943,179,86.7,58.9,50507.0,5180,98.4,95.7,92.8,78.4,11.5,27.4,371.7,2.69,0.7,1727,5598,104,24.2,460.84,452,263,189,53,129,216,4.9,3.8,6.2,1.12,1.29,4824.6,679.28,15.0,5067.21,762.34,787.0,83.76,3.7,-5.87,1.3,1055,983,nowosolski,83.7,27.9,480,644.3,42.3,16.57,36.15,24.93,16.2,102.93,26.56199729747121,55.05437230551444,16.472556463548035
804052,Nowa Sól,804000,54.0,7143,3546,3597,176,40.6,0.0,3497.0,0,97.6,93.5,90.9,81.1,16.5,30.5,303.0,3.3,0.67,1191,2700,116,6.7,319.31,178,108,70,19,43,69,4.2,3.1,5.5,0.17,0.42,5520.94,790.83,69.68,5621.86,1487.0,484.0,70.66,2.8,-1.13,3.4,554,906,nowosolski,83.7,27.9,480,644.3,42.3,16.57,36.15,24.93,16.2,102.93,28.15343693126138,55.49489010219796,14.755704885902283
804063,Nowe Miasteczko,804000,52.8,5162,2559,2603,77,67.2,52.4,37579.0,2581,96.9,92.8,91.7,77.1,9.5,25.8,342.3,2.92,0.73,5162,1654,64,29.5,105.94,145,101,44,17,35,79,4.7,2.6,7.2,4.81,7.17,5931.79,561.22,7.25,5478.11,337.73,714.0,92.7,3.7,-2.32,-3.1,312,845,nowosolski,83.7,27.9,480,644.3,42.3,16.57,36.15,24.93,16.2,102.93,26.908175125920188,56.39287098024022,14.80046493607129
804073,Otyń,804000,54.8,6955,3560,3395,92,75.9,23.8,22571.0,0,97.4,95.8,94.4,82.5,51.9,31.8,320.8,3.12,0.66,3478,2419,37,16.0,108.79,143,83,60,12,45,67,3.3,2.5,4.3,3.6,4.74,5761.74,811.57,1.73,5069.04,581.73,630.0,84.73,3.8,-2.46,9.8,640,1077,nowosolski,83.7,27.9,480,644.3,42.3,16.57,36.15,24.93,16.2,102.93,28.396836808051763,56.76491732566499,13.17038102084831
804082,Siedlisko,804000,57.3,3364,1714,1650,92,36.5,0.0,18423.0,0,94.4,92.5,91.0,80.7,0.6,27.1,285.1,3.51,0.76,1682,5184,138,9.6,152.25,95,54,41,11,28,45,4.7,3.7,5.9,0.0,0.0,6386.01,574.61,-0.01,5932.33,538.84,771.0,81.59,4.7,-5.03,-5.6,224,838,nowosolski,83.7,27.9,480,644.3,42.3,16.57,36.15,24.93,16.2,102.93,29.28061831153389,56.064209274673004,13.258026159334127
805013,Cybinka,805000,58.9,6388,3227,3161,280,22.8,43.0,9369.0,3194,98.1,96.0,94.9,78.6,22.6,27.2,332.5,3.01,0.69,1278,3720,131,9.3,151.34,129,66,63,15,39,71,3.3,2.9,3.8,1.5,6.57,5082.72,711.78,15.35,5156.89,449.17,590.0,88.17,3.8,-5.64,3.1,411,816,słubicki,81.1,12.7,112,697.6,68.3,17.42,36.68,21.87,16.96,1649.33,26.9724483406387,56.840951784596115,14.668127739511586
805022,Górzyca,805000,59.7,4142,2069,2073,144,28.5,0.0,17693.0,0,99.0,98.4,96.3,82.5,29.6,26.2,323.5,3.09,0.73,1036,3250,96,8.9,116.44,63,31,32,10,19,19,2.4,2.3,2.6,3.23,11.35,6640.68,619.04,24.44,6020.36,255.43,532.0,84.67,3.4,-7.0,0.0,224,703,słubicki,81.1,12.7,112,697.6,68.3,17.42,36.68,21.87,16.96,1649.33,29.140511830033798,57.14630613230324,12.02317720907774
805033,Ośno Lubuskie,805000,59.0,6244,3056,3188,198,31.6,62.2,17274.0,3122,99.2,97.8,95.8,81.1,22.9,28.4,362.3,2.76,0.68,6244,2801,87,25.8,92.54,84,42,42,6,32,31,2.2,2.0,2.4,2.48,7.85,7073.09,702.06,18.88,8311.96,2511.14,747.0,88.4,5.0,-1.76,-3.5,561,1142,słubicki,81.1,12.7,112,697.6,68.3,17.42,36.68,21.87,16.96,1649.33,26.745675848814866,58.08776425368354,13.500960922485586
805043,Rzepin,805000,65.6,9527,4674,4853,191,49.9,68.2,30082.0,4764,98.1,97.8,96.5,83.3,28.2,28.4,375.5,2.66,0.67,2382,3673,78,15.3,47.7,149,81,68,15,53,35,2.6,2.2,3.0,3.25,6.51,6723.71,870.08,91.23,7128.54,1735.46,842.0,99.77,4.1,-3.46,1.2,734,1127,słubicki,81.1,12.7,112,697.6,68.3,17.42,36.68,21.87,16.96,1649.33,27.17539624225884,56.69150834470452,14.61110527973129
805053,Słubice,805000,68.5,20128,9684,10444,186,108.5,82.3,50366.0,1830,97.7,97.4,97.0,90.0,79.8,29.7,427.7,2.34,0.63,2236,2910,95,16.5,174.55,218,90,128,17,82,56,1.7,1.9,1.5,11.37,10.48,5996.13,1025.33,61.11,5422.73,750.01,945.0,103.67,4.7,-2.24,1.7,2282,1776,słubicki,81.1,12.7,112,697.6,68.3,17.42,36.68,21.87,16.96,1649.33,24.761526232114466,59.55385532591415,14.22893481717011
806013,Dobiegniew,806000,59.8,6350,3187,3163,351,18.1,48.0,28471.0,3175,96.6,93.2,90.5,75.6,0.4,27.9,378.9,2.64,0.66,6350,3734,162,18.4,315.38,372,207,165,48,112,225,9.9,7.9,12.4,0.6,3.31,7340.65,571.33,15.95,7854.16,2686.62,616.0,88.76,3.0,-7.52,-2.2,575,1230,strzelecko-drezdenecki,82.6,8.1,126,797.6,79.6,14.42,31.35,28.7,20.29,451.12,24.125984251968504,56.09448818897638,17.511811023622048
806023,Drezdenko,806000,55.7,16772,8230,8542,400,41.9,58.7,82643.0,4193,99.0,95.8,94.7,83.3,61.5,27.6,366.4,2.73,0.69,1677,3604,89,27.9,168.7,555,320,235,66,160,266,5.7,4.4,7.2,2.95,7.04,6259.75,759.83,111.6,5803.28,808.65,741.0,89.02,2.6,-3.15,-3.0,1552,1122,strzelecko-drezdenecki,82.6,8.1,126,797.6,79.6,14.42,31.35,28.7,20.29,451.12,26.097066539470546,55.06200810875268,16.998569043644167
806032,Stare Kurowo,806000,58.3,3963,2000,1963,78,51.1,0.0,13949.0,0,96.5,89.5,85.7,78.7,5.6,27.7,300.5,3.33,0.7,3963,2540,94,20.3,186.66,135,87,48,21,37,60,5.7,3.7,8.2,0.0,0.0,6081.68,610.7,32.46,5516.36,1028.96,732.0,92.92,5.0,-6.02,-1.8,276,848,strzelecko-drezdenecki,82.6,8.1,126,797.6,79.6,14.42,31.35,28.7,20.29,451.12,27.605349482715113,55.10976532929599,15.493313146606106
806043,Strzelce Krajeńskie,806000,62.8,16588,8099,8489,319,52.0,60.0,76263.0,3318,98.6,98.0,97.2,85.1,19.8,25.7,378.1,2.64,0.7,2765,2097,96,11.9,155.28,576,369,207,82,159,216,5.9,3.9,8.2,3.32,6.39,5103.4,719.53,38.85,5150.64,588.18,786.0,92.04,3.3,-4.43,-6.0,1269,1072,strzelecko-drezdenecki,82.6,8.1,126,797.6,79.6,14.42,31.35,28.7,20.29,451.12,25.46419098143236,56.1490233904027,16.945985049433325
806052,Zwierzyn,806000,57.8,4218,2119,2099,100,42.1,0.0,14978.0,0,95.0,86.6,82.7,75.3,2.1,26.7,310.3,3.22,0.73,2109,4704,145,17.1,65.88,118,74,44,16,25,37,4.5,3.0,6.4,10.49,24.89,5901.31,725.16,7.23,5421.37,520.56,661.0,80.44,2.8,-4.26,-2.8,302,891,strzelecko-drezdenecki,82.6,8.1,126,797.6,79.6,14.42,31.35,28.7,20.29,451.12,27.975343764817453,57.04125177809388,13.347558084400191
807012,Krzeszyce,807000,55.5,4594,2333,2261,194,23.7,0.0,18442.0,4594,95.5,85.9,84.0,72.4,10.3,35.9,361.8,2.76,0.59,1531,4507,235,4.6,74.72,99,65,34,13,30,48,3.6,2.2,5.3,1.13,4.79,6408.35,649.05,14.41,6065.38,741.23,681.0,92.58,4.1,-1.74,-2.6,398,1040,sulęciński,77.7,18.9,357,767.6,78.6,15.55,36.24,24.97,17.1,897.72,27.361776229865043,56.96560731388768,13.713539399216367
807023,Lubniewice,807000,56.6,3060,1514,1546,130,23.6,66.0,14139.0,3060,99.2,98.8,98.2,81.3,24.3,34.2,395.8,2.53,0.59,3060,3965,122,9.3,112.62,82,39,43,3,33,40,4.5,4.3,4.8,1.54,6.54,5947.38,740.95,20.24,4559.77,11.84,895.0,96.58,3.6,-6.55,0.7,219,1033,sulęciński,77.7,18.9,357,767.6,78.6,15.55,36.24,24.97,17.1,897.72,22.58169934640523,57.973856209150334,17.38562091503268
807032,Słońsk,807000,54.3,4761,2428,2333,159,30.0,0.0,11536.0,2381,97.9,91.8,90.4,81.6,13.6,29.4,326.6,3.06,0.71,2381,2293,81,11.2,53.58,74,50,24,12,14,20,2.5,1.5,3.8,0.82,2.73,6329.2,849.98,26.88,6872.03,1975.11,845.0,89.42,4.0,0.21,3.4,374,1027,sulęciński,77.7,18.9,357,767.6,78.6,15.55,36.24,24.97,17.1,897.72,28.41839949590422,57.31989077924806,12.81243436252888
807043,Sulęcin,807000,65.7,15518,7681,7837,320,48.5,64.5,79112.0,2217,97.9,96.3,94.7,84.4,16.1,27.6,383.7,2.61,0.66,3880,3412,102,16.8,101.46,338,168,170,34,97,128,3.7,3.4,4.1,8.75,18.04,6999.75,940.24,47.26,7956.92,2420.57,779.0,95.1,3.7,-4.94,-4.1,1018,867,sulęciński,77.7,18.9,357,767.6,78.6,15.55,36.24,24.97,17.1,897.72,25.956953215620572,56.12836705761052,15.981440907333418
807053,Torzym,807000,56.3,6459,3231,3228,375,17.2,38.2,24051.0,3230,97.5,96.1,94.2,75.9,6.0,30.0,383.8,2.61,0.64,1615,4777,49,26.6,161.8,183,90,93,27,65,70,4.7,4.3,5.2,0.19,1.08,5479.14,656.6,48.7,5304.12,243.0,707.0,82.42,3.8,-6.13,-7.7,403,802,sulęciński,77.7,18.9,357,767.6,78.6,15.55,36.24,24.97,17.1,897.72,27.372658306239355,57.067657532125715,14.042421427465552
808012,Lubrza,808000,61.0,3585,1841,1744,122,29.3,0.0,12032.0,0,97.9,96.8,95.5,77.4,16.4,32.0,342.8,2.92,0.65,3585,2974,82,12.0,76.81,111,63,48,21,29,42,5.0,3.9,6.5,0.98,3.35,5807.82,814.99,30.27,5027.62,511.06,634.0,80.24,2.5,-3.95,9.3,289,985,świebodziński,84.4,20.0,182,703.1,44.2,17.7,35.67,25.73,15.12,993.12,28.619246861924687,57.40585774058577,12.77545327754533
808022,Łagów,808000,54.1,4857,2447,2410,200,24.4,0.0,17076.0,0,98.5,97.6,95.6,75.6,15.7,32.9,384.8,2.6,0.6,2429,3980,63,10.8,93.84,166,85,81,17,55,71,5.6,4.9,6.6,0.85,3.5,5890.23,754.21,34.55,5316.0,980.8,710.0,88.01,2.7,-4.3,-5.5,354,1001,świebodziński,84.4,20.0,182,703.1,44.2,17.7,35.67,25.73,15.12,993.12,23.450689726168417,58.142886555486925,16.73872760963558
808032,Skąpe,808000,59.1,5138,2608,2530,182,28.3,0.0,6680.0,0,97.5,96.5,94.1,78.4,50.5,28.4,340.0,2.94,0.71,2569,2356,57,17.8,89.74,140,74,66,25,38,48,4.5,3.8,5.4,3.09,10.9,5773.23,738.47,70.17,4999.8,689.15,486.0,72.2,3.5,-8.5,1.7,314,845,świebodziński,84.4,20.0,182,703.1,44.2,17.7,35.67,25.73,15.12,993.12,26.13857532113663,56.636823666796424,15.453483845854418
808042,Szczaniec,808000,51.7,3736,1825,1911,113,33.0,0.0,6481.0,0,97.2,93.1,91.5,79.8,1.3,26.7,307.8,3.25,0.75,1868,4827,42,18.6,131.91,112,60,52,13,25,54,5.0,4.3,5.8,5.29,16.06,7835.56,602.92,28.63,7808.93,2664.64,630.0,87.32,4.0,2.96,-4.8,210,744,świebodziński,84.4,20.0,182,703.1,44.2,17.7,35.67,25.73,15.12,993.12,27.51605995717345,56.1830835117773,14.882226980728053
808053,Świebodzin,808000,61.7,29541,14194,15347,226,130.5,72.7,142638.0,3693,98.6,97.8,96.8,87.3,72.7,27.2,398.7,2.51,0.68,7385,2542,80,13.9,185.79,740,356,384,97,182,256,4.3,4.2,4.4,6.58,5.04,5336.74,1047.01,57.13,5497.1,764.54,884.0,100.6,3.4,-3.04,-3.3,2411,1242,świebodziński,84.4,20.0,182,703.1,44.2,17.7,35.67,25.73,15.12,993.12,25.47307132459971,56.077993297451,16.73267661893639
808063,Zbąszynek,808000,58.7,8086,3960,4126,94,85.9,61.0,21816.0,2695,97.8,96.7,95.5,88.8,78.4,27.7,354.4,2.82,0.68,8086,1613,33,21.4,600.97,116,65,51,15,26,43,2.4,2.0,2.9,22.53,26.22,8632.18,942.11,112.41,8799.52,3026.19,834.0,94.86,3.7,-4.41,-2.0,558,970,świebodziński,84.4,20.0,182,703.1,44.2,17.7,35.67,25.73,15.12,993.12,26.787039327232254,56.19589413801632,15.607222359633935
809013,Babimost,809000,57.8,6117,3046,3071,93,65.9,63.5,26306.0,3059,98.5,97.9,97.1,88.7,91.3,29.5,344.1,2.91,0.66,3059,3963,110,11.8,722.01,112,64,48,16,33,45,3.0,2.4,3.7,36.76,55.75,6242.26,872.06,74.84,5344.26,373.28,804.0,96.48,5.4,-2.28,-6.8,410,932,zielonogórski,91.2,9.3,225,802.3,56.7,18.52,33.74,26.96,15.25,252.58,26.091221186856302,56.05689063266307,15.922837992479973
809022,Bojadła,809000,55.9,3237,1614,1623,102,31.7,0.0,8472.0,0,97.7,96.1,93.4,79.1,1.1,25.0,293.2,3.41,0.77,1619,6550,82,12.0,73.64,98,45,53,14,32,50,5.2,5.1,5.4,0.0,0.0,5351.24,531.72,2.24,5259.55,350.86,676.0,86.35,5.2,-3.09,2.5,208,782,zielonogórski,91.2,9.3,225,802.3,56.7,18.52,33.74,26.96,15.25,252.58,27.43280815569972,53.78436824219956,16.89836268149521
809033,Czerwieńsk,809000,60.9,10044,4991,5053,195,51.6,39.0,25529.0,10044,99.3,98.2,96.1,82.4,45.7,29.0,332.4,3.01,0.69,1674,4021,100,12.2,146.37,263,138,125,16,76,94,4.4,3.9,5.0,5.4,10.45,5616.68,811.12,86.05,5203.78,305.57,740.0,76.07,4.2,-1.8,3.6,726,961,zielonogórski,91.2,9.3,225,802.3,56.7,18.52,33.74,26.96,15.25,252.58,27.36957387495022,56.26244524093986,14.914376742333731
809043,Kargowa,809000,56.3,5946,2915,3031,129,46.3,64.5,18497.0,2973,98.7,98.0,97.1,85.7,77.1,28.0,324.3,3.08,0.72,5946,4934,95,10.8,172.6,159,91,68,27,34,79,4.4,3.5,5.4,10.5,22.7,5629.3,951.17,228.95,4667.19,358.22,802.0,91.26,5.9,-1.01,1.2,487,1117,zielonogórski,91.2,9.3,225,802.3,56.7,18.52,33.74,26.96,15.25,252.58,27.665657584931047,55.80221997981837,14.682139253279516
